10
2
1
3
r
1


=====Generated Graph=====

Num_Nodes = 10
initial node = 1
end node = 3
========== EDGES ==========
0,1,[3, 5, 4],197892.0
0,2,[3, 5, 1],197889.0
0,3,[5, 6, 5],329221.0
0,4,[6, 2, 3],393731.0
0,5,[5, 2, 4],328196.0
0,6,[3, 5, 4],197892.0
0,7,[1, 6, 6],67078.0
0,8,[2, 3, 3],131843.0
0,9,[5, 2, 3],328195.0
1,2,[4, 4, 3],263171.0
1,3,[2, 3, 4],131844.0
1,4,[4, 6, 2],263682.0
1,5,[1, 5, 4],66820.0
1,6,[1, 2, 6],66054.0
1,7,[4, 6, 5],263685.0
1,8,[4, 1, 1],262401.0
1,9,[1, 2, 6],66054.0
2,3,[5, 1, 2],327938.0
2,4,[3, 3, 6],197382.0
2,5,[1, 3, 1],66305.0
2,6,[1, 5, 5],66821.0
2,7,[2, 4, 2],132098.0
2,8,[2, 1, 4],131332.0
2,9,[3, 6, 3],198147.0
3,4,[2, 4, 1],132097.0
3,5,[4, 6, 3],263683.0
3,6,[3, 1, 4],196868.0
3,7,[6, 3, 1],393985.0
3,8,[5, 6, 2],329218.0
3,9,[2, 6, 2],132610.0
4,5,[1, 1, 6],65798.0
4,6,[4, 1, 3],262403.0
4,7,[6, 5, 2],394498.0
4,8,[5, 5, 6],328966.0
4,9,[3, 3, 6],197382.0
5,6,[1, 3, 1],66305.0
5,7,[6, 1, 1],393473.0
5,8,[1, 5, 5],66821.0
5,9,[2, 2, 3],131587.0
6,7,[1, 4, 5],66565.0
6,8,[1, 2, 3],66051.0
6,9,[4, 4, 4],263172.0
7,8,[6, 4, 5],394245.0
7,9,[1, 4, 2],66562.0
8,9,[4, 6, 6],263686.0
