10
2
1
3
r
0.5


=====Generated Graph=====
Num_Nodes = 10
initial node = 1
end node = 3
========== EDGES ==========
0,1,[4, 6, 6],66310.0
0,5,[5, 5, 1],82561.0
0,6,[4, 6, 6],66310.0
0,9,[6, 6, 4],99076.0
1,5,[5, 5, 1],82561.0
1,6,[2, 2, 5],33029.0
1,7,[5, 5, 1],82561.0
1,9,[3, 5, 1],49793.0
2,6,[6, 6, 2],99074.0
2,9,[6, 2, 6],98566.0
3,5,[4, 6, 5],66309.0
3,7,[6, 1, 6],98438.0
3,8,[6, 1, 2],98434.0
3,9,[5, 1, 6],82054.0
4,5,[5, 6, 1],82689.0
4,7,[2, 6, 1],33537.0
4,8,[1, 3, 3],16771.0
4,9,[2, 2, 5],33029.0
6,8,[6, 3, 1],98689.0
8,9,[2, 1, 4],32900.0
