25
2
1
3
r
0.5

=======Generated Graph========
Num_Nodes = 25
initial node = 1
end node = 3
========== EDGES ==========
0,2,[3, 5, 2],1575426.0
0,3,[2, 3, 1],1050113.0
0,4,[4, 6, 2],2100226.0
0,7,[4, 5, 4],2099716.0
0,11,[5, 2, 1],2622465.0
0,12,[2, 5, 1],1051137.0
0,15,[5, 5, 6],2624006.0
0,16,[4, 3, 1],2098689.0
0,17,[3, 3, 2],1574402.0
0,18,[2, 4, 1],1050625.0
0,20,[3, 4, 2],1574914.0
0,24,[4, 6, 3],2100227.0
1,3,[6, 4, 3],3147779.0
1,4,[1, 1, 1],524801.0
1,9,[3, 1, 4],1573380.0
1,10,[1, 4, 5],526341.0
1,12,[6, 2, 6],3146758.0
1,13,[4, 1, 2],2097666.0
1,16,[3, 1, 2],1573378.0
1,17,[6, 6, 2],3148802.0
1,20,[2, 4, 1],1050625.0
1,21,[5, 6, 6],2624518.0
1,22,[5, 4, 4],2623492.0
1,23,[5, 3, 5],2622981.0
2,3,[1, 1, 6],524806.0
2,5,[2, 4, 4],1050628.0
2,6,[2, 4, 2],1050626.0
2,9,[1, 6, 1],527361.0
2,10,[1, 5, 1],526849.0
2,14,[6, 2, 6],3146758.0
2,17,[1, 3, 6],525830.0
2,18,[1, 2, 6],525318.0
2,19,[4, 3, 3],2098691.0
2,20,[3, 3, 3],1574403.0
2,21,[2, 2, 6],1049606.0
3,6,[6, 5, 2],3148290.0
3,7,[5, 5, 6],2624006.0
3,9,[2, 5, 6],1051142.0
3,11,[1, 6, 1],527361.0
3,16,[1, 3, 4],525828.0
3,17,[3, 5, 1],1575425.0
3,18,[2, 3, 5],1050117.0
3,19,[2, 3, 3],1050115.0
3,22,[2, 6, 1],1051649.0
3,23,[6, 2, 6],3146758.0
3,24,[5, 5, 1],2624001.0
4,10,[5, 4, 6],2623494.0
4,14,[5, 5, 6],2624006.0
4,16,[6, 4, 1],3147777.0
4,17,[2, 2, 6],1049606.0
4,18,[1, 3, 1],525825.0
4,23,[5, 2, 3],2622467.0
4,24,[4, 6, 4],2100228.0
5,6,[5, 6, 4],2624516.0
5,7,[5, 1, 2],2621954.0
5,8,[5, 6, 2],2624514.0
5,9,[2, 6, 4],1051652.0
5,12,[2, 1, 1],1049089.0
5,13,[5, 1, 1],2621953.0
5,16,[4, 1, 4],2097668.0
5,17,[6, 1, 4],3146244.0
5,18,[5, 6, 5],2624517.0
5,20,[3, 5, 6],1575430.0
5,24,[5, 3, 2],2622978.0
6,8,[6, 5, 1],3148289.0
6,10,[5, 5, 2],2624002.0
6,11,[2, 4, 4],1050628.0
6,13,[2, 5, 1],1051137.0
6,15,[1, 6, 4],527364.0
6,16,[5, 6, 6],2624518.0
6,19,[3, 5, 4],1575428.0
6,20,[1, 2, 3],525315.0
6,21,[5, 6, 1],2624513.0
6,23,[6, 2, 2],3146754.0
6,24,[1, 1, 4],524804.0
7,8,[6, 2, 4],3146756.0
7,11,[4, 5, 2],2099714.0
7,12,[2, 6, 3],1051651.0
7,15,[3, 5, 5],1575429.0
7,18,[1, 2, 6],525318.0
7,19,[1, 1, 1],524801.0
7,20,[2, 4, 6],1050630.0
7,21,[2, 4, 3],1050627.0
7,24,[6, 6, 1],3148801.0
8,9,[4, 1, 1],2097665.0
8,11,[1, 3, 6],525830.0
8,13,[6, 1, 4],3146244.0
8,14,[4, 5, 5],2099717.0
