40
2
1
3
r
1

=====Generated Grpah=====

Num_Nodes = 40
initial node = 1
end node = 3
========== EDGES ==========
0,1,[3, 1, 5],50335749.0
0,2,[4, 5, 5],67129349.0
0,3,[4, 2, 5],67117061.0
0,4,[3, 5, 5],50352133.0
0,5,[1, 5, 3],16797699.0
0,6,[1, 5, 2],16797698.0
0,7,[4, 3, 3],67121155.0
0,8,[2, 3, 1],33566721.0
0,9,[3, 5, 4],50352132.0
0,10,[3, 4, 3],50348035.0
0,11,[3, 4, 4],50348036.0
0,12,[3, 4, 3],50348035.0
0,13,[6, 2, 1],100671489.0
0,14,[1, 4, 6],16793606.0
0,15,[4, 4, 3],67125251.0
0,16,[3, 1, 5],50335749.0
0,17,[1, 3, 1],16789505.0
0,18,[6, 3, 4],100675588.0
0,19,[3, 2, 5],50339845.0
0,20,[6, 1, 5],100667397.0
0,21,[2, 4, 3],33570819.0
0,22,[1, 3, 5],16789509.0
0,23,[5, 6, 2],83910658.0
0,24,[3, 3, 4],50343940.0
0,25,[1, 4, 6],16793606.0
0,26,[5, 6, 1],83910657.0
0,27,[6, 3, 5],100675589.0
0,28,[4, 6, 2],67133442.0
0,29,[5, 6, 5],83910661.0
0,30,[6, 5, 3],100683779.0
0,31,[2, 6, 3],33579011.0
0,32,[4, 3, 6],67121158.0
0,33,[1, 3, 2],16789506.0
0,34,[1, 4, 6],16793606.0
0,35,[4, 2, 6],67117062.0
0,36,[6, 6, 1],100687873.0
0,37,[6, 1, 2],100667394.0
0,38,[1, 2, 1],16785409.0
0,39,[4, 6, 3],67133443.0
1,2,[3, 6, 2],50356226.0
1,3,[5, 4, 5],83902469.0
1,4,[4, 3, 3],67121155.0
1,5,[4, 3, 4],67121156.0
1,6,[5, 4, 5],83902469.0
1,7,[3, 6, 2],50356226.0
1,8,[3, 3, 2],50343938.0
1,9,[1, 6, 2],16801794.0
1,10,[6, 6, 1],100687873.0
1,11,[3, 4, 2],50348034.0
1,12,[5, 4, 2],83902466.0
1,13,[1, 3, 3],16789507.0
1,14,[2, 6, 3],33579011.0
1,15,[3, 3, 5],50343941.0
1,16,[6, 4, 1],100679681.0
1,17,[1, 2, 5],16785413.0
1,18,[5, 6, 5],83910661.0
1,19,[5, 4, 1],83902465.0
1,20,[6, 1, 1],100667393.0
1,21,[5, 3, 3],83898371.0
1,22,[6, 3, 4],100675588.0
1,23,[4, 1, 2],67112962.0
1,24,[3, 6, 1],50356225.0
1,25,[6, 1, 4],100667396.0
1,26,[5, 4, 1],83902465.0
1,27,[3, 4, 1],50348033.0
1,28,[1, 1, 2],16781314.0
1,29,[5, 6, 5],83910661.0
1,30,[6, 2, 6],100671494.0
1,31,[5, 4, 2],83902466.0
1,32,[3, 6, 5],50356229.0
1,33,[3, 1, 2],50335746.0
1,34,[2, 6, 1],33579009.0
1,35,[4, 4, 3],67125251.0
1,36,[6, 4, 2],100679682.0
1,37,[1, 4, 6],16793606.0
1,38,[4, 3, 3],67121155.0
1,39,[2, 4, 2],33570818.0
2,3,[2, 1, 6],33558534.0
2,4,[5, 5, 1],83906561.0
2,5,[3, 5, 3],50352131.0
2,6,[1, 2, 4],16785412.0
2,7,[5, 2, 5],83894277.0
2,8,[3, 5, 2],50352130.0
2,9,[6, 2, 5],100671493.0
2,10,[5, 5, 1],83906561.0
2,11,[4, 4, 6],67125254.0
2,12,[4, 2, 3],67117059.0
2,13,[4, 1, 3],67112963.0
2,14,[6, 2, 1],100671489.0
2,15,[5, 5, 3],83906563.0
2,16,[5, 2, 2],83894274.0
2,17,[4, 6, 1],67133441.0
2,18,[6, 1, 3],100667395.0
2,19,[2, 6, 6],33579014.0
2,20,[4, 1, 1],67112961.0
2,21,[1, 5, 3],16797699.0
2,22,[5, 6, 2],83910658.0
2,23,[5, 5, 3],83906563.0
2,24,[1, 1, 4],16781316.0
2,25,[1, 1, 6],16781318.0
2,26,[4, 6, 1],67133441.0
2,27,[3, 2, 3],50339843.0
2,28,[6, 6, 5],100687877.0
2,29,[3, 4, 2],50348034.0
2,30,[1, 6, 5],16801797.0
2,31,[1, 1, 2],16781314.0
2,32,[5, 1, 5],83890181.0
2,33,[3, 5, 4],50352132.0
2,34,[2, 2, 5],33562629.0
2,35,[2, 4, 3],33570819.0
2,36,[5, 1, 5],83890181.0
2,37,[5, 3, 5],83898373.0
2,38,[5, 3, 3],83898371.0
2,39,[1, 3, 6],16789510.0
3,4,[5, 3, 1],83898369.0
3,5,[6, 6, 2],100687874.0
3,6,[1, 2, 6],16785414.0
3,7,[3, 3, 5],50343941.0
3,8,[4, 3, 5],67121157.0
3,9,[5, 5, 2],83906562.0
3,10,[3, 5, 3],50352131.0
3,11,[4, 3, 4],67121156.0
3,12,[3, 5, 1],50352129.0
3,13,[6, 3, 1],100675585.0
3,14,[6, 1, 3],100667395.0
3,15,[1, 5, 6],16797702.0
3,16,[5, 4, 3],83902467.0
3,17,[6, 1, 3],100667395.0
3,18,[1, 2, 4],16785412.0
3,19,[5, 6, 4],83910660.0
3,20,[3, 4, 2],50348034.0
3,21,[1, 2, 6],16785414.0
3,22,[1, 5, 1],16797697.0
3,23,[6, 3, 3],100675587.0
3,24,[1, 4, 2],16793602.0
3,25,[5, 3, 6],83898374.0
3,26,[3, 4, 2],50348034.0
